year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk,period
2023,2,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",10800,14107,BUR,PHX,370,1102,153.06,WN,0.7403,149.48,WN,0.7403,149.48,"(34.052238, -118.243344)","(30.406931, -87.217578)",202321080014107BURPHX,Post-Pandemic
2023,2,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",12892,14107,LAX,PHX,370,2035,162.62,WN,0.4429,143.91,WN,0.4429,143.91,"(34.052238, -118.243344)","(30.406931, -87.217578)",202321289214107LAXPHX,Post-Pandemic
2023,2,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",12954,14107,LGB,PHX,370,478,127.15,WN,0.9972,127.09,WN,0.9972,127.09,"(34.052238, -118.243344)","(30.406931, -87.217578)",202321295414107LGBPHX,Post-Pandemic
2023,2,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",13891,14107,ONT,PHX,370,554,183.11,WN,0.7274,177.99,WN,0.7274,177.99,"(34.052238, -118.243344)","(30.406931, -87.217578)",202321389114107ONTPHX,Post-Pandemic
2023,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,1045,192.86,AS,0.9084,193.75,WN,0.0683,167.54,"(34.052238, -118.243344)","(47.603229, -122.33028)",202321080014747BURSEA,Post-Pandemic
2023,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12892,14747,LAX,SEA,978,4006,180.89,AS,0.5067,176.31,AS,0.5067,176.31,"(34.052238, -118.243344)","(47.603229, -122.33028)",202321289214747LAXSEA,Post-Pandemic
2023,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,73,171.95,WN,0.9172,161.83,WN,0.9172,161.83,"(34.052238, -118.243344)","(47.603229, -122.33028)",202321295414747LGBSEA,Post-Pandemic
2023,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",13891,14747,ONT,SEA,978,1373,171.84,AS,0.6542,170.72,DL,0.2841,168.69,"(34.052238, -118.243344)","(47.603229, -122.33028)",202321389114747ONTSEA,Post-Pandemic
2023,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,1976,208.65,AS,0.7359,205.66,AS,0.7359,205.66,"(34.052238, -118.243344)","(47.603229, -122.33028)",202321490814747SNASEA,Post-Pandemic
2023,2,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",10800,10693,BUR,BNA,1797,75,312.67,WN,0.7086,298.99,WN,0.7086,298.99,"(34.052238, -118.243344)","(36.166687, -86.779932)",202321080010693BURBNA,Post-Pandemic
2023,2,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",12892,10693,LAX,BNA,1797,1626,286.64,DL,0.3483,372.97,NK,0.1845,132.23,"(34.052238, -118.243344)","(36.166687, -86.779932)",202321289210693LAXBNA,Post-Pandemic
2023,2,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",12954,10693,LGB,BNA,1797,202,273.49,WN,0.9935,273.09,WN,0.9935,273.09,"(34.052238, -118.243344)","(36.166687, -86.779932)",202321295410693LGBBNA,Post-Pandemic
2023,2,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",13891,10693,ONT,BNA,1797,169,324.24,WN,0.4681,319.11,F9,0.1608,127.15,"(34.052238, -118.243344)","(36.166687, -86.779932)",202321389110693ONTBNA,Post-Pandemic
2023,2,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",14908,10693,SNA,BNA,1797,219,345.41,WN,0.4001,328.16,WN,0.4001,328.16,"(34.052238, -118.243344)","(36.166687, -86.779932)",202321490810693SNABNA,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,41,359.64,WN,0.8289,352.01,NK,0.0481,245.34,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321080010821BURBWI,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,11278,BUR,DCA,2329,22,356.23,WN,0.4747,298.94,WN,0.4747,298.94,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321080011278BURDCA,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,12264,BUR,IAD,2329,8,456.07,WN,0.4225,351.37,WN,0.4225,351.37,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321080012264BURIAD,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,1334,283.9,NK,0.3931,174.58,NK,0.3931,174.58,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321289210821LAXBWI,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1384,411.88,AA,0.4701,425.47,AS,0.1933,344.07,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321289211278LAXDCA,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,1937,372.38,UA,0.7155,397.22,AS,0.2404,299.92,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321289212264LAXIAD,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,48,257.94,WN,0.9725,256.23,WN,0.9725,256.23,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321295410821LGBBWI,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,41,264.15,WN,0.9919,264.43,WN,0.9919,264.43,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321295411278LGBDCA,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,7,291.06,WN,0.9219,271.63,WN,0.9219,271.63,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321295412264LGBIAD,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,10821,ONT,BWI,2329,98,357.18,WN,0.4507,352.23,F9,0.1603,131.7,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321389110821ONTBWI,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,11278,ONT,DCA,2329,145,347.73,AA,0.4318,399.57,F9,0.1909,143.63,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321389111278ONTDCA,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,12264,ONT,IAD,2329,49,395.77,WN,0.3029,313.03,WN,0.3029,313.03,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321389112264ONTIAD,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,10821,SNA,BWI,2329,120,373.31,WN,0.3833,352.96,WN,0.3833,352.96,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321490810821SNABWI,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,11278,SNA,DCA,2329,178,399.21,AA,0.5444,407.82,UA,0.1961,405.43,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321490811278SNADCA,Post-Pandemic
2023,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,12264,SNA,IAD,2329,76,417.91,UA,0.5065,452.45,DL,0.1896,345.4,"(34.052238, -118.243344)","(38.892062, -77.019912)",202321490812264SNAIAD,Post-Pandemic
2023,2,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",10800,15016,BUR,STL,1592,47,324.14,WN,0.7664,326.36,WN,0.7664,326.36,"(34.052238, -118.243344)","(38.630276, -90.200309)",202321080015016BURSTL,Post-Pandemic
2023,2,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",12892,15016,LAX,STL,1592,662,301.86,WN,0.6173,278.99,WN,0.6173,278.99,"(34.052238, -118.243344)","(38.630276, -90.200309)",202321289215016LAXSTL,Post-Pandemic
2023,2,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",12954,15016,LGB,STL,1592,138,267.23,WN,0.984,267.47,DL,0.0112,248.14,"(34.052238, -118.243344)","(38.630276, -90.200309)",202321295415016LGBSTL,Post-Pandemic
2023,2,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",13891,15016,ONT,STL,1592,80,341.07,WN,0.4849,331.45,WN,0.4849,331.45,"(34.052238, -118.243344)","(38.630276, -90.200309)",202321389115016ONTSTL,Post-Pandemic
2023,2,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",14908,15016,SNA,STL,1592,165,292.72,WN,0.4597,281.99,WN,0.4597,281.99,"(34.052238, -118.243344)","(38.630276, -90.200309)",202321490815016SNASTL,Post-Pandemic
2023,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",10800,13204,BUR,MCO,2218,30,351.4,WN,0.5921,304.91,WN,0.5921,304.91,"(34.052238, -118.243344)","(28.538331, -81.378879)",202321080013204BURMCO,Post-Pandemic
2023,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",12892,13204,LAX,MCO,2218,2553,286.94,DL,0.4033,321.89,AA,0.2145,286.33,"(34.052238, -118.243344)","(28.538331, -81.378879)",202321289213204LAXMCO,Post-Pandemic
2023,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",12954,13204,LGB,MCO,2218,61,219.67,WN,0.9497,210.91,WN,0.9497,210.91,"(34.052238, -118.243344)","(28.538331, -81.378879)",202321295413204LGBMCO,Post-Pandemic
2023,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",13891,13204,ONT,MCO,2218,360,198.16,F9,0.6816,119.87,F9,0.6816,119.87,"(34.052238, -118.243344)","(28.538331, -81.378879)",202321389113204ONTMCO,Post-Pandemic
2023,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",14908,13204,SNA,MCO,2218,395,230.79,MX,0.4661,145.56,MX,0.4661,145.56,"(34.052238, -118.243344)","(28.538331, -81.378879)",202321490813204SNAMCO,Post-Pandemic
2023,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",10800,13487,BUR,MSP,1535,25,328.18,WN,0.4619,313.32,AA,0.148,299.41,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321080013487BURMSP,Post-Pandemic
2023,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",12892,13487,LAX,MSP,1535,1668,273.29,DL,0.5799,332.87,SY,0.3569,175.38,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321289213487LAXMSP,Post-Pandemic
2023,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",12954,13487,LGB,MSP,1535,23,250.51,WN,0.8113,230.33,WN,0.8113,230.33,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321295413487LGBMSP,Post-Pandemic
2023,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",13891,13487,ONT,MSP,1535,77,330.52,WN,0.319,293.98,WN,0.319,293.98,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321389113487ONTMSP,Post-Pandemic
2023,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",14908,13487,SNA,MSP,1535,286,375.83,DL,0.7978,397.81,F9,0.0119,126.87,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321490813487SNAMSP,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,11618,BUR,EWR,2510,30,295.01,AA,0.4081,243.13,AA,0.4081,243.13,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321080011618BUREWR,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,12197,BUR,HPN,2510,0,483.0,DL,1.0,483.0,DL,1.0,483.0,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321080012197BURHPN,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,12478,BUR,JFK,2510,246,294.56,B6,0.9446,291.44,B6,0.9446,291.44,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321080012478BURJFK,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,12953,BUR,LGA,2510,28,279.62,WN,0.4981,282.15,AA,0.3035,257.02,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321080012953BURLGA,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,11618,LAX,EWR,2510,5313,358.35,UA,0.5283,417.54,AS,0.1567,273.94,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321289211618LAXEWR,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12197,LAX,HPN,2510,91,236.09,MX,0.5553,143.43,MX,0.5553,143.43,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321289212197LAXHPN,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12391,LAX,ISP,2510,4,321.59,WN,1.0,321.59,WN,1.0,321.59,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321289212391LAXISP,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12478,LAX,JFK,2510,6554,478.52,DL,0.4294,484.09,B6,0.3746,386.38,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321289212478LAXJFK,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12953,LAX,LGA,2510,383,343.46,AA,0.2989,347.13,WN,0.2314,262.98,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321289212953LAXLGA,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,11618,LGB,EWR,2510,1,506.98,DL,0.6667,562.62,DL,0.6667,562.62,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321295411618LGBEWR,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,12478,LGB,JFK,2510,3,580.15,DL,0.96,574.24,DL,0.96,574.24,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321295412478LGBJFK,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,12953,LGB,LGA,2510,31,243.56,WN,0.9576,236.14,WN,0.9576,236.14,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321295412953LGBLGA,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,11618,ONT,EWR,2510,84,315.63,AA,0.4902,305.57,DL,0.2464,297.9,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321389111618ONTEWR,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12197,ONT,HPN,2510,6,312.46,DL,0.7193,334.4,AA,0.2456,264.86,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321389112197ONTHPN,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12391,ONT,ISP,2510,1,176.33,F9,0.8889,116.75,F9,0.8889,116.75,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321389112391ONTISP,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12478,ONT,JFK,2510,358,248.36,B6,0.7948,245.91,B6,0.7948,245.91,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321389112478ONTJFK,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12953,ONT,LGA,2510,108,257.8,AA,0.4426,250.55,UA,0.1168,227.69,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321389112953ONTLGA,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,15070,ONT,SWF,2510,1,150.6,F9,1.0,150.6,F9,1.0,150.6,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321389115070ONTSWF,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14908,11618,SNA,EWR,2510,605,407.87,UA,0.9184,409.88,AA,0.0412,334.11,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321490811618SNAEWR,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14908,12197,SNA,HPN,2510,13,411.38,DL,0.5424,426.65,AA,0.2797,364.97,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321490812197SNAHPN,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14908,12478,SNA,JFK,2510,216,535.86,AA,0.7952,567.11,AS,0.0209,336.99,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321490812478SNAJFK,Post-Pandemic
2023,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14908,12953,SNA,LGA,2510,78,367.85,DL,0.2549,401.48,WN,0.231,297.95,"(34.052238, -118.243344)","(40.123164, -75.333718)",202321490812953SNALGA,Post-Pandemic
2023,2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",10800,11884,BUR,GEG,962,86,238.61,WN,0.7057,217.52,WN,0.7057,217.52,"(34.052238, -118.243344)","(47.658999, -117.425022)",202321080011884BURGEG,Post-Pandemic
2023,2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",12892,11884,LAX,GEG,962,374,221.62,AS,0.5461,190.04,AS,0.5461,190.04,"(34.052238, -118.243344)","(47.658999, -117.425022)",202321289211884LAXGEG,Post-Pandemic
2023,2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",12954,11884,LGB,GEG,962,25,210.79,WN,0.8522,201.38,WN,0.8522,201.38,"(34.052238, -118.243344)","(47.658999, -117.425022)",202321295411884LGBGEG,Post-Pandemic
2023,2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",13891,11884,ONT,GEG,962,107,242.19,WN,0.5494,222.78,WN,0.5494,222.78,"(34.052238, -118.243344)","(47.658999, -117.425022)",202321389111884ONTGEG,Post-Pandemic
2023,2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",14908,11884,SNA,GEG,962,226,198.27,WN,0.3468,200.25,G4,0.2699,90.46,"(34.052238, -118.243344)","(47.658999, -117.425022)",202321490811884SNAGEG,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,13796,BUR,OAK,372,1151,164.03,WN,0.9966,164.16,WN,0.9966,164.16,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321080013796BUROAK,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,14771,BUR,SFO,372,897,164.69,WN,0.7445,147.81,WN,0.7445,147.81,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321080014771BURSFO,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,14831,BUR,SJC,372,934,162.7,WN,0.9998,162.7,WN,0.9998,162.7,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321080014831BURSJC,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12892,13796,LAX,OAK,372,1505,141.97,WN,0.7881,141.99,WN,0.7881,141.99,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321289213796LAXOAK,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12892,14771,LAX,SFO,372,4737,143.56,UA,0.2502,170.87,WN,0.1917,114.32,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321289214771LAXSFO,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12892,14831,LAX,SJC,372,1665,137.91,WN,0.5958,122.81,WN,0.5958,122.81,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321289214831LAXSJC,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,13796,LGB,OAK,372,631,150.95,WN,0.9969,150.95,WN,0.9969,150.95,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321295413796LGBOAK,Post-Pandemic
2023,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,14771,LGB,SFO,372,5,110.75,WN,0.9268,109.8,WN,0.9268,109.8,"(34.052238, -118.243344)","(37.78008, -122.420168)",202321295414771LGBSFO,Post-Pandemic
